report_date,month,settled_mtd_v,failed_mtd_v,success_rate,revenue_total,current_debits_v,next_debits_v,settled_today_c,tracking_c,failed_cycle_c
2026-09-09,September 2026,50113.71,70121.88,41.7,49699.71,0,281578.01,0,17,6
